person_age,monthly_income_sar,home_ownership,employment_status,loan_amnt_sar,loan_int_rate,loan_percent_income,monthly_obligation_sar,dbr,eligible_sama
23,11563.75,rent,employee,18750.0,12.99,0.14,3931.68,0.34,0
22,16080.0,own,employee,33750.0,7.66,0.17,2733.6,0.17,1
26,11535.62,rent,employee,18750.0,11.01,0.14,3922.11,0.34,0
22,11513.75,rent,employee,18750.0,8.88,0.14,3914.68,0.34,0
23,11589.06,rent,employee,18750.0,11.01,0.13,3824.39,0.33,1
25,11496.25,rent,employee,18750.0,11.86,0.14,3908.73,0.34,0
24,15997.81,own,employee,45000.0,7.66,0.23,3679.5,0.23,1
22,11561.56,rent,employee,18750.0,11.49,0.14,3930.93,0.34,0
23,11538.12,rent,employee,18750.0,11.86,0.14,3922.96,0.34,0
21,11462.5,rent,employee,18750.0,8.59,0.14,3897.25,0.34,0
21,11590.94,rent,employee,18750.0,14.96,0.13,3825.01,0.33,1
25,16141.56,mortgage,employee,12187.5,10.0,0.06,968.49,0.06,1
21,11589.06,rent,employee,18750.0,13.92,0.13,3824.39,0.33,1
24,11515.0,rent,employee,18750.0,11.14,0.14,3915.1,0.34,0
21,13782.81,mortgage,employee,52500.0,6.54,0.32,4410.5,0.32,1
26,11685.31,rent,employee,18750.0,14.42,0.13,3856.15,0.33,1
23,11492.19,rent,employee,18750.0,11.59,0.14,3907.34,0.34,0
22,11563.75,rent,employee,18750.0,10.33,0.14,3931.68,0.34,0
23,11725.62,rent,employee,18750.0,11.12,0.13,3869.46,0.33,1
25,15980.62,mortgage,employee,37500.0,5.42,0.2,3196.12,0.2,1
22,16036.25,own,employee,45000.0,11.01,0.23,3688.34,0.23,1
22,11916.56,rent,employee,18750.0,10.0,0.13,3932.47,0.33,1
23,16096.88,mortgage,employee,5625.0,6.17,0.03,482.91,0.03,1
26,11849.06,rent,employee,18750.0,14.96,0.13,3910.19,0.33,1
22,11890.0,rent,employee,18750.0,10.62,0.13,3923.7,0.33,1
25,11863.12,rent,employee,18750.0,8.94,0.13,3914.83,0.33,1
26,12011.88,rent,employee,18750.0,8.63,0.13,3963.92,0.33,1
22,12071.56,rent,employee,18750.0,7.51,0.13,3983.62,0.33,1
25,15978.12,mortgage,employee,13125.0,10.36,0.07,1118.47,0.07,1
23,12284.38,rent,employee,18750.0,8.0,0.13,4053.84,0.33,1
23,16165.0,mortgage,employee,41250.0,6.54,0.21,3394.65,0.21,1
21,16000.0,own,employee,45937.5,8.88,0.24,3840.0,0.24,1
25,12440.62,rent,employee,18750.0,14.27,0.13,4105.41,0.33,1
23,12390.62,rent,employee,18750.0,12.69,0.13,4088.91,0.33,1
26,12436.56,rent,employee,18750.0,6.03,0.13,4104.07,0.33,1
22,13898.75,mortgage,employee,26250.0,14.84,0.16,2223.8,0.16,1
23,12241.56,rent,employee,18750.0,14.79,0.13,4039.72,0.33,1
24,16065.62,mortgage,employee,34687.5,11.12,0.18,2891.81,0.18,1
26,12295.0,rent,employee,18750.0,7.49,0.13,4057.35,0.33,1
24,12352.19,rent,employee,18750.0,11.01,0.13,4076.22,0.33,1
26,12219.69,rent,employee,18750.0,12.53,0.13,4032.5,0.33,1
21,12282.19,rent,employee,18750.0,7.68,0.13,4053.12,0.33,1
24,12270.31,rent,employee,18750.0,13.23,0.13,4049.2,0.33,1
25,12315.94,rent,employee,18750.0,14.35,0.13,4064.26,0.33,1
24,16057.5,mortgage,employee,45000.0,10.38,0.23,3693.23,0.23,1
23,12358.12,rent,employee,18750.0,11.01,0.13,4078.18,0.33,1
24,16073.44,mortgage,employee,15750.0,13.23,0.08,1285.88,0.08,1
24,13778.75,mortgage,employee,22500.0,7.14,0.14,1929.03,0.14,1
22,12616.56,rent,employee,18750.0,13.48,0.12,4037.3,0.32,1
22,12665.62,rent,employee,18750.0,14.61,0.12,4053.0,0.32,1
26,12555.31,rent,employee,18750.0,12.69,0.12,4017.7,0.32,1
26,13810.94,mortgage,employee,22500.0,11.49,0.14,1933.53,0.14,1
23,12660.62,rent,employee,18750.0,10.62,0.12,4051.4,0.32,1
23,16106.25,mortgage,employee,41250.0,7.88,0.21,3382.31,0.21,1
22,12715.0,rent,employee,18750.0,10.25,0.12,4068.8,0.32,1
24,12723.75,rent,employee,18750.0,11.01,0.12,4071.6,0.32,1
21,12593.44,rent,employee,18750.0,12.84,0.12,4029.9,0.32,1
24,16112.5,own,employee,11250.0,7.51,0.06,966.75,0.06,1
23,12710.94,rent,employee,18750.0,11.01,0.12,4067.5,0.32,1
26,12809.38,rent,employee,18750.0,14.11,0.12,4099.0,0.32,1
23,13011.88,rent,employee,18750.0,13.49,0.12,4163.8,0.32,1
21,12833.12,rent,employee,18750.0,13.49,0.12,4106.6,0.32,1
21,16030.0,mortgage,employee,51562.5,11.36,0.27,4328.1,0.27,1
21,12972.5,rent,employee,18750.0,12.18,0.12,4151.2,0.32,1
25,13097.5,rent,employee,18750.0,9.38,0.12,4191.2,0.32,1
24,16057.5,mortgage,employee,31875.0,7.51,0.17,2729.78,0.17,1
25,13160.0,rent,employee,18750.0,11.01,0.12,4211.2,0.32,1
23,13060.94,rent,employee,18750.0,7.88,0.12,4179.5,0.32,1
21,15967.19,mortgage,employee,13125.0,7.51,0.07,1117.7,0.07,1
22,13029.69,rent,employee,18750.0,8.0,0.12,4169.5,0.32,1
25,13295.31,rent,employee,18750.0,13.49,0.12,4254.5,0.32,1
22,13167.81,rent,employee,18750.0,11.01,0.12,4213.7,0.32,1
23,13367.81,rent,employee,18750.0,10.99,0.12,4277.7,0.32,1
23,16099.69,mortgage,employee,37500.0,14.59,0.19,3058.94,0.19,1
24,13325.94,rent,employee,18750.0,11.49,0.12,4264.3,0.32,1
22,13430.31,rent,employee,18750.0,11.01,0.12,4297.7,0.32,1
24,13348.12,rent,employee,18750.0,11.71,0.12,4271.4,0.32,1
25,13359.06,rent,employee,18750.0,11.71,0.12,4274.9,0.32,1
21,13390.0,rent,employee,18750.0,10.65,0.12,4284.8,0.32,1
22,13438.12,rent,employee,18750.0,11.71,0.12,4300.2,0.32,1
23,13437.19,rent,employee,18750.0,6.99,0.12,4299.9,0.32,1
26,11127.81,rent,employee,18750.0,12.99,0.14,3783.46,0.34,0
25,13809.06,mortgage,employee,37500.0,11.01,0.23,3176.08,0.23,1
23,16107.5,mortgage,employee,19500.0,10.25,0.1,1610.75,0.1,1
22,13373.44,rent,employee,18750.0,11.01,0.12,4279.5,0.32,1
23,13551.25,rent,employee,18750.0,11.01,0.12,4336.4,0.32,1
25,13513.44,rent,employee,18750.0,10.36,0.12,4324.3,0.32,1
22,13472.19,rent,employee,18750.0,7.88,0.12,4311.1,0.32,1
24,13379.69,rent,employee,18750.0,7.88,0.12,4281.5,0.32,1
22,13387.19,rent,employee,18750.0,13.23,0.12,4283.9,0.32,1
25,16023.75,mortgage,employee,26250.0,8.59,0.14,2243.33,0.14,1
25,13699.06,mortgage,employee,51562.5,13.22,0.31,4246.71,0.31,1
26,16163.12,mortgage,employee,16875.0,11.48,0.09,1454.68,0.09,1
25,11218.75,rent,employee,18750.0,15.7,0.14,3814.38,0.34,0
22,16114.38,mortgage,employee,18750.0,8.94,0.1,1611.44,0.1,1
23,11281.88,rent,employee,18750.0,11.01,0.14,3835.84,0.34,0
24,11185.62,rent,employee,18750.0,6.92,0.14,3803.11,0.34,0
23,13438.75,rent,employee,18750.0,14.72,0.12,4300.4,0.32,1
25,15956.56,mortgage,employee,22500.0,8.94,0.12,1914.79,0.12,1
24,16077.19,mortgage,employee,26250.0,8.59,0.14,2250.81,0.14,1
25,13372.5,rent,employee,18750.0,8.94,0.12,4279.2,0.32,1
23,13715.94,rent,employee,18750.0,13.57,0.11,4251.94,0.31,1
21,13617.81,rent,employee,18750.0,11.01,0.11,4221.52,0.31,1
26,13817.19,rent,employee,18750.0,7.68,0.11,4283.33,0.31,1
22,11520.0,rent,employee,18750.0,18.25,0.14,3916.8,0.34,0
21,16088.75,other,employee,45000.0,14.26,0.23,3700.41,0.23,1
23,13830.94,rent,employee,18750.0,14.79,0.11,4287.59,0.31,1
21,13820.94,rent,employee,18750.0,12.99,0.11,4284.49,0.31,1
23,11678.44,rent,employee,18750.0,14.17,0.13,3853.88,0.33,1
26,13748.75,rent,employee,18750.0,10.37,0.11,4262.11,0.31,1
23,16049.38,mortgage,employee,21562.5,13.57,0.11,1765.43,0.11,1
22,11551.88,rent,employee,18750.0,14.54,0.14,3927.64,0.34,0
23,13765.0,rent,employee,18750.0,11.01,0.11,4267.15,0.31,1
23,13888.75,rent,employee,18750.0,6.17,0.11,4305.51,0.31,1
22,11569.38,rent,employee,18750.0,17.43,0.14,3933.59,0.34,0
26,16108.44,mortgage,employee,56250.0,11.26,0.29,4671.45,0.29,1
23,16086.88,own,employee,16500.0,11.89,0.09,1447.82,0.09,1
22,11504.38,rent,employee,18750.0,15.21,0.14,3911.49,0.34,0
24,11622.5,rent,employee,18750.0,15.7,0.13,3835.42,0.33,1
22,13817.5,rent,employee,18750.0,13.48,0.11,4283.42,0.31,1
23,13891.56,rent,employee,18750.0,13.22,0.11,4306.38,0.31,1
23,13766.56,rent,employee,18750.0,7.49,0.11,4267.63,0.31,1
22,16017.81,mortgage,employee,48750.0,11.01,0.25,4004.45,0.25,1
25,16078.75,own,employee,30000.0,9.63,0.16,2572.6,0.16,1
26,13968.44,rent,employee,18750.0,12.84,0.11,4330.22,0.31,1
24,13915.0,rent,employee,18750.0,6.03,0.11,4313.65,0.31,1
26,13967.5,rent,employee,18750.0,8.9,0.11,4329.92,0.31,1
25,13981.88,rent,employee,18750.0,6.54,0.11,4334.38,0.31,1
22,14115.31,rent,employee,18750.0,9.99,0.11,4375.75,0.31,1
23,16046.25,mortgage,employee,20250.0,11.78,0.11,1765.09,0.11,1
24,16039.06,own,employee,28125.0,10.51,0.15,2405.86,0.15,1
22,14161.56,rent,employee,18750.0,5.42,0.11,4390.08,0.31,1
24,16103.44,mortgage,employee,7500.0,11.28,0.04,644.14,0.04,1
22,14065.0,rent,employee,18750.0,10.65,0.11,4360.15,0.31,1
26,13792.5,mortgage,employee,18750.0,12.29,0.11,1517.18,0.11,1
22,14332.5,rent,employee,18750.0,11.03,0.11,4443.08,0.31,1
26,16082.19,mortgage,employee,56531.25,12.92,0.29,4663.83,0.29,1
23,12130.0,rent,employee,18750.0,9.91,0.13,4002.9,0.33,1
23,16027.19,own,employee,20250.0,11.01,0.11,1762.99,0.11,1
23,16126.88,mortgage,employee,31875.0,7.74,0.16,2580.3,0.16,1
23,12353.75,rent,employee,18750.0,9.91,0.13,4076.74,0.33,1
24,14610.31,rent,employee,18750.0,13.99,0.11,4529.2,0.31,1
23,12253.75,rent,employee,18750.0,11.01,0.13,4043.74,0.33,1
22,14596.56,rent,employee,18750.0,7.29,0.11,4524.93,0.31,1
21,14513.44,rent,employee,18750.0,11.01,0.11,4499.17,0.31,1
23,16168.12,mortgage,employee,37500.0,5.42,0.19,3071.94,0.19,1
23,14520.94,rent,employee,18750.0,11.58,0.11,4501.49,0.31,1
25,12287.5,rent,employee,18750.0,15.37,0.13,4054.88,0.33,1
23,12246.25,rent,employee,18750.0,13.93,0.13,4041.26,0.33,1
23,14492.81,rent,employee,18750.0,6.91,0.11,4492.77,0.31,1
25,16142.81,own,employee,30000.0,6.62,0.15,2421.42,0.15,1
23,16136.88,mortgage,employee,20625.0,12.73,0.11,1775.06,0.11,1
24,16171.25,mortgage,employee,30000.0,12.84,0.15,2425.69,0.15,1
26,12309.69,rent,employee,18750.0,14.84,0.13,4062.2,0.33,1
21,14595.62,rent,employee,18750.0,10.59,0.11,4524.64,0.31,1
25,16262.81,mortgage,employee,30000.0,11.01,0.15,2439.42,0.15,1
24,14684.06,rent,employee,18750.0,10.99,0.11,4552.06,0.31,1
24,14806.25,rent,employee,18750.0,11.14,0.11,4589.94,0.31,1
23,14894.69,rent,employee,18750.0,12.69,0.1,4468.41,0.3,1
22,14863.75,rent,employee,18750.0,6.99,0.11,4607.76,0.31,1
25,14842.5,rent,employee,18750.0,7.49,0.11,4601.18,0.31,1
24,12773.75,rent,employee,18750.0,20.0,0.12,4087.6,0.32,1
24,16258.12,mortgage,employee,18000.0,7.51,0.09,1463.23,0.09,1
23,16269.38,mortgage,employee,28125.0,8.49,0.14,2277.71,0.14,1
23,16309.69,mortgage,employee,47250.0,11.01,0.24,3914.32,0.24,1
25,16171.56,mortgage,employee,7500.0,5.42,0.04,646.86,0.04,1
24,16216.88,mortgage,employee,37500.0,13.8,0.19,3081.21,0.19,1
26,15245.31,rent,employee,18750.0,7.74,0.1,4573.59,0.3,1
24,15215.62,rent,employee,18750.0,14.22,0.1,4564.69,0.3,1
25,15282.81,rent,employee,18750.0,6.92,0.1,4584.84,0.3,1
25,15329.06,rent,employee,18750.0,13.72,0.1,4598.72,0.3,1
21,12937.19,rent,employee,18750.0,9.25,0.12,4139.9,0.32,1
23,13164.06,rent,employee,18750.0,14.84,0.12,4212.5,0.32,1
24,13080.31,rent,employee,18750.0,14.96,0.12,4185.7,0.32,1
25,15352.5,rent,employee,18750.0,12.87,0.1,4605.75,0.3,1
25,15282.5,rent,employee,18750.0,11.89,0.1,4584.75,0.3,1
23,15161.88,rent,employee,18750.0,10.2,0.1,4548.56,0.3,1
24,13119.06,rent,employee,18750.0,12.92,0.12,4198.1,0.32,1
21,16188.44,other,employee,26250.0,14.61,0.14,2266.38,0.14,1
23,15292.81,rent,employee,18750.0,12.42,0.1,4587.84,0.3,1
26,15311.56,rent,employee,18750.0,9.91,0.1,4593.47,0.3,1
22,15273.12,rent,employee,18750.0,8.9,0.1,4581.94,0.3,1
24,15321.56,rent,employee,18750.0,12.42,0.1,4596.47,0.3,1
25,16333.75,mortgage,employee,37500.0,7.29,0.19,3103.41,0.19,1
21,15291.88,rent,employee,18750.0,5.79,0.1,4587.56,0.3,1
21,14094.06,mortgage,employee,3750.0,14.61,0.02,281.88,0.02,1
22,12949.38,rent,employee,18750.0,11.01,0.12,4143.8,0.32,1
24,15369.06,rent,employee,18750.0,6.17,0.1,4610.72,0.3,1
21,15318.75,rent,employee,18750.0,9.25,0.1,4595.62,0.3,1
24,13040.31,rent,employee,18750.0,12.23,0.12,4172.9,0.32,1
25,16319.69,own,employee,37500.0,15.76,0.19,3100.74,0.19,1
22,15275.0,rent,employee,18750.0,6.17,0.1,4582.5,0.3,1
23,15386.56,rent,employee,18750.0,11.01,0.1,4615.97,0.3,1
23,16384.69,mortgage,employee,3750.0,7.51,0.02,327.69,0.02,1
22,13216.56,rent,employee,18750.0,12.73,0.12,4229.3,0.32,1
25,15318.75,rent,employee,18750.0,11.36,0.1,4595.62,0.3,1
26,15315.31,rent,employee,18750.0,13.11,0.1,4594.59,0.3,1
21,13009.38,rent,employee,18750.0,14.59,0.12,4163.0,0.32,1
26,15390.0,rent,employee,18750.0,14.26,0.1,4617.0,0.3,1
22,16378.75,own,employee,7500.0,10.74,0.04,655.15,0.04,1
23,16419.69,own,employee,3750.0,6.76,0.02,328.39,0.02,1
26,15367.5,rent,employee,18750.0,9.45,0.1,4610.25,0.3,1
22,15271.25,rent,employee,18750.0,7.43,0.1,4581.38,0.3,1
25,16476.25,mortgage,employee,45000.0,6.17,0.23,3789.54,0.23,1
22,13240.31,rent,employee,18750.0,16.89,0.12,4236.9,0.32,1
23,16479.38,mortgage,employee,31875.0,11.01,0.16,2636.7,0.16,1
25,13350.62,rent,employee,18750.0,16.02,0.12,4272.2,0.32,1
22,13263.12,rent,employee,18750.0,15.21,0.12,4244.2,0.32,1
23,15678.44,rent,employee,18750.0,10.99,0.1,4703.53,0.3,1
22,13338.75,rent,employee,18750.0,15.96,0.12,4268.4,0.32,1
25,15631.25,rent,employee,18750.0,11.71,0.1,4689.38,0.3,1
25,16445.94,own,employee,27000.0,14.11,0.14,2302.43,0.14,1
21,13467.5,rent,employee,18750.0,14.79,0.12,4309.6,0.32,1
23,15810.94,rent,employee,18750.0,7.51,0.1,4743.28,0.3,1
22,15596.25,rent,employee,18750.0,11.01,0.1,4678.88,0.3,1
23,15744.06,rent,employee,18750.0,11.01,0.1,4723.22,0.3,1
25,13465.62,rent,employee,18750.0,14.96,0.12,4309.0,0.32,1
22,16050.0,rent,employee,18750.0,8.9,0.1,4815.0,0.3,1
24,16471.25,mortgage,employee,35625.0,6.62,0.18,2964.82,0.18,1
23,16520.0,mortgage,employee,58500.0,11.01,0.3,4956.0,0.3,1
24,16052.19,rent,employee,18750.0,10.99,0.1,4815.66,0.3,1
26,16212.19,rent,employee,18750.0,7.29,0.1,4863.66,0.3,1
22,13683.12,rent,employee,18750.0,12.68,0.11,4241.77,0.31,1
21,16510.62,mortgage,employee,26250.0,6.62,0.13,2146.38,0.13,1
22,16543.12,mortgage,employee,24750.0,14.27,0.12,1985.18,0.12,1
22,16419.06,mortgage,employee,9750.0,11.01,0.05,820.95,0.05,1
22,16525.94,mortgage,employee,33750.0,11.71,0.17,2809.41,0.17,1
24,16115.94,rent,employee,18750.0,5.42,0.1,4834.78,0.3,1
22,16526.56,own,employee,85500.0,12.69,0.43,7106.42,0.43,0
24,16437.19,mortgage,employee,22500.0,10.65,0.11,1808.09,0.11,1
22,13819.06,rent,employee,18750.0,16.32,0.11,4283.91,0.31,1
24,16557.5,mortgage,employee,22500.0,13.49,0.11,1821.32,0.11,1
26,16286.25,mortgage,employee,56250.0,11.99,0.29,4723.01,0.29,1
25,16049.69,rent,employee,18750.0,7.51,0.1,4814.91,0.3,1
24,13764.38,rent,employee,18750.0,14.59,0.11,4266.96,0.31,1
22,16147.19,rent,employee,18750.0,12.87,0.1,4844.16,0.3,1
24,16321.56,mortgage,employee,9375.0,13.49,0.05,816.08,0.05,1
23,13700.31,rent,employee,18750.0,13.22,0.11,4247.1,0.31,1
23,16447.19,mortgage,employee,27000.0,10.59,0.14,2302.61,0.14,1
21,15981.25,rent,employee,18750.0,9.32,0.1,4794.38,0.3,1
24,14188.75,mortgage,employee,37500.0,11.01,0.22,3121.52,0.22,1
26,16419.06,mortgage,employee,33000.0,5.42,0.17,2791.24,0.17,1
26,16002.19,rent,employee,18750.0,11.91,0.1,4800.66,0.3,1
23,16424.38,mortgage,employee,13500.0,15.62,0.07,1149.71,0.07,1
22,16339.06,own,employee,13125.0,11.49,0.07,1143.73,0.07,1
24,13951.88,rent,employee,18750.0,12.92,0.11,4325.08,0.31,1
25,16133.44,rent,employee,18750.0,10.99,0.1,4840.03,0.3,1
22,16284.69,rent,employee,18750.0,12.42,0.1,4885.41,0.3,1
22,16150.94,rent,employee,18750.0,12.98,0.1,4845.28,0.3,1
24,16458.12,rent,employee,18750.0,7.14,0.09,4772.86,0.29,1
25,16441.56,rent,employee,18750.0,10.38,0.1,4932.47,0.3,1
22,16492.81,mortgage,employee,24937.5,10.37,0.13,2144.07,0.13,1
25,16482.19,rent,employee,18750.0,7.51,0.09,4779.83,0.29,1
24,14172.81,rent,employee,18750.0,16.45,0.11,4393.57,0.31,1
22,16530.62,own,employee,29062.5,7.66,0.15,2479.59,0.15,1
22,16594.69,rent,employee,18750.0,12.69,0.09,4812.46,0.29,1
24,16335.94,mortgage,employee,26250.0,6.92,0.13,2123.67,0.13,1
24,16520.0,rent,employee,18750.0,14.17,0.09,4790.8,0.29,1
23,16487.81,rent,employee,18750.0,12.87,0.09,4781.47,0.29,1
26,16732.81,rent,employee,18750.0,10.65,0.09,4852.52,0.29,1
22,14469.38,rent,employee,18750.0,12.18,0.11,4485.51,0.31,1
22,16487.81,mortgage,employee,15000.0,7.88,0.08,1319.02,0.08,1
26,16761.88,rent,employee,18750.0,8.9,0.09,4860.94,0.29,1
22,16863.12,rent,employee,18750.0,8.9,0.09,4890.31,0.29,1
24,14765.62,rent,employee,18750.0,14.84,0.11,4577.34,0.31,1
22,16450.0,mortgage,employee,18750.0,7.14,0.09,1480.5,0.09,1
24,14077.5,mortgage,employee,23437.5,7.14,0.14,1970.85,0.14,1
22,17316.25,rent,employee,18750.0,12.42,0.09,5021.71,0.29,1
22,16347.81,mortgage,employee,7500.0,11.01,0.04,653.91,0.04,1
22,17250.31,rent,employee,18750.0,9.91,0.09,5002.59,0.29,1
25,16422.81,mortgage,employee,37500.0,7.88,0.19,3120.33,0.19,1
25,17151.25,rent,employee,18750.0,11.01,0.09,4973.86,0.29,1
25,16366.56,own,employee,30000.0,7.14,0.15,2454.98,0.15,1
22,16404.69,mortgage,employee,26250.0,10.62,0.13,2132.61,0.13,1
24,16500.31,mortgage,employee,43125.0,7.88,0.22,3630.07,0.22,1
24,16408.75,mortgage,employee,34687.5,13.11,0.18,2953.58,0.18,1
24,15043.12,rent,employee,18750.0,16.77,0.1,4512.94,0.3,1
25,17175.62,rent,employee,18750.0,10.74,0.09,4980.93,0.29,1
22,17174.69,rent,employee,18750.0,11.11,0.09,4980.66,0.29,1
23,16411.56,mortgage,employee,36750.0,8.59,0.19,3118.2,0.19,1
22,14936.56,rent,employee,18750.0,12.23,0.1,4480.97,0.3,1
24,17207.19,rent,employee,18750.0,7.88,0.09,4990.08,0.29,1
22,17165.31,rent,employee,18750.0,11.36,0.09,4977.94,0.29,1
22,16398.12,own,employee,22500.0,7.74,0.11,1803.79,0.11,1
23,17197.5,rent,employee,18750.0,9.32,0.09,4987.27,0.29,1
23,14884.69,rent,employee,18750.0,15.37,0.1,4465.41,0.3,1
24,17199.06,rent,employee,18750.0,13.79,0.09,4987.73,0.29,1
25,17262.81,rent,employee,18750.0,11.89,0.09,5006.22,0.29,1
23,17112.19,rent,employee,18750.0,7.75,0.09,4962.53,0.29,1
25,17484.06,rent,employee,18750.0,11.01,0.09,5070.38,0.29,1
23,15190.62,rent,employee,18750.0,14.84,0.1,4557.19,0.3,1
23,17407.5,rent,employee,18750.0,14.22,0.09,5048.18,0.29,1
23,17600.31,rent,employee,18750.0,7.14,0.09,5104.09,0.29,1
24,15254.69,rent,employee,18750.0,14.11,0.1,4576.41,0.3,1
26,15391.25,rent,employee,18750.0,15.99,0.1,4617.38,0.3,1
22,17615.0,rent,employee,18750.0,7.88,0.09,5108.35,0.29,1
23,16508.12,mortgage,employee,33750.0,9.63,0.17,2806.38,0.17,1
24,14169.38,mortgage,employee,31875.0,12.53,0.19,2692.18,0.19,1
22,16492.19,mortgage,employee,31875.0,12.09,0.16,2638.75,0.16,1
22,17783.12,rent,employee,18750.0,10.37,0.09,5157.11,0.29,1
25,17856.25,rent,employee,18750.0,6.76,0.09,5178.31,0.29,1
21,17947.5,rent,employee,18750.0,9.32,0.09,5204.77,0.29,1
21,16430.0,mortgage,employee,42000.0,15.31,0.21,3450.3,0.21,1
24,17802.81,rent,employee,18750.0,12.18,0.09,5162.82,0.29,1
25,17939.69,rent,employee,18750.0,12.42,0.09,5202.51,0.29,1
23,17923.12,rent,employee,18750.0,8.9,0.09,5197.71,0.29,1
23,17908.75,rent,employee,18750.0,9.99,0.09,5193.54,0.29,1
26,18074.38,rent,employee,18750.0,7.14,0.09,5241.57,0.29,1
26,16475.31,own,employee,63750.0,13.49,0.32,5272.1,0.32,1
22,16522.5,mortgage,employee,31500.0,16.77,0.16,2643.6,0.16,1
23,16518.75,mortgage,employee,37500.0,12.69,0.19,3138.56,0.19,1
23,18004.38,rent,employee,18750.0,10.25,0.09,5221.27,0.29,1
23,18066.25,rent,employee,18750.0,11.36,0.09,5239.21,0.29,1
24,16535.31,mortgage,employee,23812.5,7.49,0.12,1984.24,0.12,1
25,15793.44,rent,employee,18750.0,10.83,0.1,4738.03,0.3,1
25,16628.75,mortgage,employee,13500.0,14.79,0.07,1164.01,0.07,1
26,16558.75,mortgage,employee,22500.0,12.87,0.11,1821.46,0.11,1
26,16007.5,rent,employee,18750.0,13.99,0.1,4802.25,0.3,1
22,18302.19,rent,employee,18750.0,6.99,0.09,5307.63,0.29,1
23,14200.31,mortgage,employee,26250.0,10.59,0.15,2130.05,0.15,1
22,16487.19,mortgage,employee,29906.25,7.49,0.15,2473.08,0.15,1
21,16035.94,rent,employee,18750.0,11.01,0.1,4810.78,0.3,1
23,14125.62,mortgage,employee,15000.0,7.66,0.09,1271.31,0.09,1
23,18328.12,rent,employee,18750.0,9.25,0.09,5315.16,0.29,1
24,18312.19,rent,employee,18750.0,9.99,0.09,5310.53,0.29,1
23,18312.5,rent,employee,18750.0,6.17,0.09,5310.62,0.29,1
22,18414.06,rent,employee,18750.0,11.12,0.08,5155.94,0.28,1
24,18366.25,rent,employee,18750.0,13.11,0.09,5326.21,0.29,1
23,16018.44,rent,employee,18750.0,11.01,0.1,4805.53,0.3,1
21,14225.31,mortgage,employee,63000.0,6.17,0.37,5263.37,0.37,0
22,16489.69,mortgage,employee,41250.0,5.42,0.21,3462.83,0.21,1
24,16544.38,mortgage,employee,60000.0,11.01,0.3,4963.31,0.3,1
22,18267.5,rent,employee,18750.0,11.01,0.09,5297.58,0.29,1
23,16478.12,own,employee,48750.0,15.95,0.25,4119.53,0.25,1
23,16460.94,own,employee,7500.0,14.35,0.04,658.44,0.04,1
24,14245.31,mortgage,employee,30000.0,7.88,0.18,2564.16,0.18,1
24,18230.62,rent,employee,18750.0,11.89,0.09,5286.88,0.29,1
22,16490.0,mortgage,employee,22500.0,7.51,0.11,1813.9,0.11,1
26,14245.62,mortgage,employee,60000.0,13.11,0.35,4985.97,0.35,0
22,18275.31,rent,employee,18750.0,11.89,0.09,5299.84,0.29,1
25,18288.12,rent,employee,18750.0,9.63,0.09,5303.56,0.29,1
23,18283.12,rent,employee,18750.0,8.7,0.09,5302.11,0.29,1
22,18320.94,rent,employee,18750.0,11.36,0.09,5313.07,0.29,1
26,16527.81,mortgage,employee,9375.0,9.88,0.05,826.39,0.05,1
24,18404.69,rent,employee,18750.0,10.38,0.08,5153.31,0.28,1
24,16571.88,mortgage,employee,37500.0,14.26,0.19,3148.66,0.19,1
25,16429.06,own,employee,51750.0,11.48,0.26,4271.56,0.26,1
22,16386.25,own,employee,37500.0,9.63,0.19,3113.39,0.19,1
22,16500.31,own,employee,22500.0,7.68,0.11,1815.03,0.11,1
26,18687.81,rent,employee,18750.0,7.88,0.08,5232.59,0.28,1
24,18668.44,rent,employee,18750.0,13.79,0.08,5227.16,0.28,1
23,16459.69,own,employee,67500.0,12.87,0.34,5596.29,0.34,0
24,18634.69,rent,employee,18750.0,10.65,0.08,5217.71,0.28,1
22,18716.56,rent,employee,18750.0,11.86,0.08,5240.64,0.28,1
24,18832.5,rent,employee,18750.0,7.88,0.08,5273.1,0.28,1
22,18797.5,rent,employee,18750.0,10.36,0.08,5263.3,0.28,1
24,16480.0,mortgage,employee,90000.0,10.62,0.46,7580.8,0.46,0
23,16849.38,rent,employee,18750.0,16.77,0.09,4886.32,0.29,1
22,19007.5,rent,employee,18750.0,5.42,0.08,5322.1,0.28,1
24,16746.25,rent,employee,18750.0,15.23,0.09,4856.41,0.29,1
23,19123.12,rent,employee,18750.0,10.59,0.08,5354.48,0.28,1
24,19122.81,rent,employee,18750.0,7.49,0.08,5354.39,0.28,1
24,20980.31,rent,employee,33750.0,12.87,0.13,6923.5,0.33,1
25,16559.38,mortgage,employee,33750.0,9.63,0.17,2815.09,0.17,1
26,20910.62,rent,employee,33750.0,16.7,0.13,6900.51,0.33,1
23,16795.62,mortgage,employee,26250.0,7.49,0.13,2183.43,0.13,1
23,16685.94,own,employee,56250.0,11.01,0.28,4672.06,0.28,1
23,18775.0,rent,employee,33750.0,11.01,0.15,6571.25,0.35,0
24,21287.81,rent,employee,33750.0,11.01,0.13,7024.98,0.33,1
24,21215.62,rent,employee,33750.0,7.29,0.13,7001.16,0.33,1
23,21303.12,rent,employee,33750.0,13.35,0.13,7030.03,0.33,1
23,21761.88,rent,employee,33750.0,7.14,0.13,7181.42,0.33,1
